,id,state,gender,target_d,median_home_val,median_household_income,ic2,ic3,ic4,ic5,avggift,rooms_per_neigh,baths_per_neigh,population_per_household
0,21885,NC,M,38.0,1158.437751,401.0,407.0,399.0,413.0,14014.0,27.27777778,1.0350877192982457,35.12280701754386,1.0200501253132832
1,107569,NE,M,50.0,443.0,231.0,288.0,281.0,323.0,11042.0,36.11111111,1.1494661921708185,39.295373665480426,1.0249110320284698
2,141720,NV,F,5.0,1569.0,673.0,672.0,785.0,781.0,25775.0,13.0,0.9949044585987261,32.8343949044586,0.8560509554140128
3,186272,CA,F,10.0,3515.0,521.0,565.0,549.0,588.0,20068.0,8.64,1.0710382513661203,36.55373406193078,1.029143897996357
4,1068,CA,F,5.0,3528.0,814.0,808.0,867.0,867.0,25564.0,6.162790698,1.0,29.48558246828143,0.9319492502883506
5,3651,MI,F,25.0,668.0,300.0,322.0,344.0,385.0,12970.8,25.83333333,1.119186046511628,37.70581395348837,0.936046511627907
6,147753,CA,F,25.0,4778.0,792.0,981.0,849.0,987.0,35530.0,19.25,1.1625441696113075,41.849234393404004,1.1554770318021201
7,54897,GA,F,20.0,1271.0,733.0,752.0,743.0,752.0,23282.0,15.09090909,1.012113055181696,31.33512786002692,1.012113055181696
8,175847,OR,F,10.0,2070.0,540.0,781.0,678.0,876.0,33467.0,5.5,1.2920353982300885,49.36135693215339,1.1519174041297935
9,116894,TX,M,20.0,1158.437751,368.0,457.0,450.0,531.0,33797.0,12.25,1.18,75.10444444444444,1.0155555555555555
10,8276,CA,M,15.0,5914.0,826.6,1500.0,1275.0,1282.0,58689.0,12.63157895,1.0054901960784313,46.03058823529412,1.1764705882352942
11,157817,CA,F,11.0,2356.0,520.0,683.0,651.0,762.0,31180.0,11.28,1.1705069124423964,47.895545314900154,1.0491551459293396
12,163018,CA,M,24.0,3500.0,351.0,260.0,463.0,407.0,20620.2,15.66666667,0.8790496760259179,44.53606911447084,0.5615550755939525
13,112496,AR,F,10.0,1906.0,512.0,540.0,759.0,896.0,41437.0,8.125,1.1805006587615283,54.594202898550726,0.7114624505928854
14,128987,TX,F,41.0,1247.0,215.0,313.0,350.0,444.0,16891.0,26.33333333,1.2685714285714285,48.26,0.8942857142857142
15,174271,HI,M,18.0,2786.0,301.0,366.0,340.0,393.0,16808.0,9.9800000006,1.1558823529411764,49.43529411764706,1.076470588235294
16,158101,CA,M,15.0,3668.0,690.0,693.0,781.0,780.0,32964.0,15.0,0.998719590268886,42.20742637644046,0.8873239436619719
17,150043,CA,M,20.0,3491.0,791.0,828.0,853.0,903.0,32718.0,20.0,1.0586166471277842,38.356389214536925,0.9706916764361079
18,162271,CA,M,15.0,4474.0,467.0,608.0,583.0,687.0,27544.0,12.2582417588,1.1783876500857633,47.24528301886792,1.0428816466552315
19,148546,CA,M,6.0,4286.0,811.0,910.0,883.0,947.0,33614.0,5.133333333,1.072480181200453,38.067950169875424,1.030577576443941
20,132347,CA,M,20.0,3874.0,776.0,759.0,865.0,852.0,29217.0,17.1999999994,0.9849710982658959,33.776878612716764,0.8774566473988439
21,85416,CA,F,25.0,3303.0,533.0,568.0,586.0,614.0,24251.0,14.0,1.0477815699658704,41.3839590443686,0.9692832764505119
22,147406,CA,M,38.0,4793.4,1054.0,1220.0,1058.0,1128.0,52654.0,30.94117647,1.0661625708884688,49.76748582230624,1.1531190926275992
23,137548,AZ,M,9.0,2158.0,411.0,516.0,535.0,640.0,33235.0,7.933333333,1.1962616822429906,62.12149532710281,0.9644859813084112
24,38539,FL,F,13.0,1458.0,275.0,446.0,427.0,597.0,34713.0,5.5,1.3981264637002342,81.29508196721312,1.044496487119438
25,164306,CA,F,30.0,2725.0,629.0,684.0,662.0,734.0,24424.0,15.0,1.108761329305136,36.894259818731115,1.0332326283987916
26,162213,CA,M,7.0,3447.0,665.0,780.0,737.0,827.0,37898.0,10.30769231,1.1221166892808685,51.42198100407056,1.0583446404341927
27,19094,CT,F,40.0,1373.0,472.0,463.0,504.0,517.0,17363.0,28.33333333,1.0257936507936507,34.45039682539682,0.9186507936507936
28,167892,CA,F,10.0,3259.0,267.0,626.0,508.0,591.0,19399.0,7.666666667,1.1633858267716535,38.18700787401575,1.2322834645669292
29,187769,CA,M,25.0,5059.0,693.0,752.0,751.0,847.0,29368.0,10.6,1.1278295605858855,39.105193075898804,1.0013315579227697
30,191056,CA,M,47.0,5667.0,492.0,808.0,594.0,848.0,51280.0,28.83333333,1.4276094276094276,86.32996632996633,1.3602693602693603
31,151891,CA,F,15.0,2750.0,668.0,701.0,717.0,781.0,26199.0,11.44444444,1.089260808926081,36.53974895397489,0.9776847977684798
32,149598,CA,F,10.0,2679.0,564.0,600.0,595.0,592.0,26924.4,8.95,0.9949579831932773,45.251092436974794,1.0084033613445378
